,symbol,companyid
1677,ESMT-USD-STK,682363064
1678,ESNT-USD-STK,62031630
1679,ESPO-USD-STK,571155624
1680,ESPR-USD-STK,28236
1681,ESQ-USD-STK,167704202
1682,ESRT-USD-STK,170205476
1683,ESS-USD-STK,332646
1684,ESTA-USD-STK,417932316
1685,ESTC-USD-STK,224101504
1686,ESTE-USD-STK,230458856
1687,ESXB-USD-STK,22140147
1688,ETAC-USD-STK,671898586
1689,ETB-USD-STK,12733755
1690,ETD-USD-STK,28258
1691,ETG-USD-STK,7904491
1692,ETH-USD-STK,28258
1693,ETHE-USD-STK,597913200
1694,ETJ-USD-STK,33775447
1695,ETN-USD-STK,175265
1696,ETNB-USD-STK,640272057
1697,ETO-USD-STK,9195185
1698,ETR-USD-STK,269764
1699,ETRN-USD-STK,553595748
1700,ETSY-USD-STK,28492682
1701,ETV-USD-STK,21934596
1702,ETW-USD-STK,22000891
1703,ETWO-USD-STK,657882688
1704,ETY-USD-STK,24766779
1705,EUFN-USD-STK,85213810
1706,EUSA-USD-STK,105601718
1707,EUSB-USD-STK,664070864
1708,EVA-USD-STK,51185930
1709,EVBG-USD-STK,9754696
1710,EVC-USD-STK,527252
1711,EVCM-USD-STK,671730212
1712,EVER-USD-STK,182093966
1713,EVEX-USD-STK,1762187465
1714,EVGO-USD-STK,573757461
1715,EVH-USD-STK,225523981
1716,EVLO-USD-STK,331329033
1717,EVLV-USD-STK,244629780
1718,EVN-USD-STK,3598538
1719,EVOP-USD-STK,560561680
1720,EVR-USD-STK,524568
1721,EVRG-USD-STK,283024
1722,EVRI-USD-STK,6904040
1723,EVT-USD-STK,6314736
1724,EVTC-USD-STK,228070761
1725,EVTL-USD-STK,606440870
1726,EVV-USD-STK,6223657
1727,EW-USD-STK,411220
1728,EWA-USD-STK,6157790
1729,EWBC-USD-STK,396680
1730,EWC-USD-STK,6456769
1731,EWCZ-USD-STK,580093078
1732,EWD-USD-STK,6456851
1733,EWG-USD-STK,6457034
1734,EWH-USD-STK,6457216
1735,EWI-USD-STK,6457118
1736,EWJ-USD-STK,6457117
1737,EWL-USD-STK,6456849
1738,EWM-USD-STK,6457116
1739,EWN-USD-STK,6457057
1740,EWP-USD-STK,6456912
1741,EWQ-USD-STK,6456812
1742,EWS-USD-STK,6456803
1743,EWT-USD-STK,6456843
1744,EWTX-USD-STK,595539666
1745,EWU-USD-STK,6456828
1746,EWW-USD-STK,6457113
1747,EWX-USD-STK,44919330
1748,EWY-USD-STK,6456995
1749,EWZ-USD-STK,6456547
1750,EXAS-USD-STK,28311
1751,EXC-USD-STK,296181
1752,EXEL-USD-STK,28338
1753,EXFY-USD-STK,59692786
1754,EXG-USD-STK,32821845
1755,EXI-USD-STK,29103200
1756,EXLS-USD-STK,843132
1757,EXP-USD-STK,338134
1758,EXPD-USD-STK,270071
1759,EXPE-USD-STK,25915843
1760,EXPI-USD-STK,236721760
1761,EXPO-USD-STK,270377
1762,EXPR-USD-STK,4233177
1763,EXR-USD-STK,8057672
1764,EXTR-USD-STK,28374
1765,EYE-USD-STK,319122
1766,EYPT-USD-STK,4481199
1767,EZA-USD-STK,6457002
1768,EZM-USD-STK,32849132
1769,EZPW-USD-STK,321905
1770,EZU-USD-STK,6456782
1771,F-USD-STK,106335
1772,FA-USD-STK,4069597
1773,FACT-USD-STK,703918008
1774,FAF-USD-STK,43182327
1775,FALN-USD-STK,331463866
1776,FAN-USD-STK,46091667
1777,FANG-USD-STK,170245760
1778,FARO-USD-STK,365602
1779,FAS-USD-STK,51234518
1780,FAST-USD-STK,270747
1781,FATE-USD-STK,39268712
1782,FATH-USD-STK,533632332
1783,FAUG-USD-STK,610952582
1784,FAX-USD-STK,271545
1785,FAZE-USD-STK,611373315
1786,FB-USD-STK,20765463
1787,FBC-USD-STK,361555
1788,FBCG-USD-STK,663552677
1789,FBHS-USD-STK,33174798
1790,FBIN-USD-STK,33174798
1791,FBIO-USD-STK,61731337
1792,FBIZ-USD-STK,4480660
1793,FBK-USD-STK,4914814
1794,FBMS-USD-STK,3564413
1795,FBNC-USD-STK,271623
1796,FBND-USD-STK,270037181
1797,FBP-USD-STK,271927
1798,FBRT-USD-STK,226559957
1799,FBRX-USD-STK,594626683
1800,FBT-USD-STK,27775897
1801,FC-USD-STK,318627
1802,FCAC-USD-STK,676762532
1803,FCAX-USD-STK,699367102
1804,FCBC-USD-STK,270186
1805,FCEL-USD-STK,332124
1806,FCF-USD-STK,323780
1807,FCFS-USD-STK,324004
1808,FCG-USD-STK,34335545
1809,FCN-USD-STK,28754
1810,FCNCA-USD-STK,343779
1811,FCOM-USD-STK,243638574
1812,FCPT-USD-STK,309122562
1813,FCT-USD-STK,10082848
1814,FCUV-USD-STK,321349492
1815,FCX-USD-STK,273607
1816,FDD-USD-STK,36593836
1817,FDHY-USD-STK,560654958
1818,FDIS-USD-STK,243638578
1819,FDL-USD-STK,26365668
1820,FDLO-USD-STK,347630578
1821,FDMT-USD-STK,272879653
1822,FDN-USD-STK,27775943
1823,FDP-USD-STK,368607
1824,FDRR-USD-STK,347630579
1825,FDS-USD-STK,347669
1826,FDT-USD-STK,130349405
1827,FDUS-USD-STK,127863871
1828,FDVV-USD-STK,347630580
1829,FDX-USD-STK,124423
1830,FE-USD-STK,293515
1831,FEI-USD-STK,215742862
1832,FELE-USD-STK,273729
1833,FEM-USD-STK,130256910
1834,FEMB-USD-STK,271022737
1835,FEMS-USD-STK,170740227
1836,FEN-USD-STK,9553665
1837,FENY-USD-STK,243638582
1838,FEP-USD-STK,130256886
1839,FERG-USD-STK,875151
1840,FEX-USD-STK,34335480
1841,FEYE-USD-STK,26991845
1842,FEZ-USD-STK,6179961
1843,FF-USD-STK,23769985
1844,FFBC-USD-STK,272004
1845,FFC-USD-STK,6188533
1846,FFEB-USD-STK,650333363
1847,FFIC-USD-STK,355315
1848,FFIE-USD-STK,317005729
1849,FFIN-USD-STK,271375
1850,FFIV-USD-STK,90323
1851,FFTI-USD-STK,413743181
1852,FFWM-USD-STK,82388385
1853,FG-USD-STK,331669329
1854,FGD-USD-STK,39266734
1855,FGEN-USD-STK,28484
1856,FGNA-USD-STK,685495714
1857,FHB-USD-STK,176291
1858,FHI-USD-STK,383724
1859,FHLC-USD-STK,243638580
1860,FHN-USD-STK,272721
1861,FHTX-USD-STK,538076136
1862,FI-USD-STK,239743517
1863,FIAC-USD-STK,712463355
1864,FIBK-USD-STK,1035501
1865,FICO-USD-STK,270427
1866,FIDU-USD-STK,243638579
1867,FIGS-USD-STK,242206947
1868,FINS-USD-STK,572348346
1869,FINW-USD-STK,47266012
1870,FINX-USD-STK,316402722
1871,FIP-USD-STK,1780969641
1872,FIS-USD-STK,10081196
1873,FISI-USD-STK,400006
1874,FISV-USD-STK,128209
1875,FITB-USD-STK,270961
1876,FIVE-USD-STK,11464323
1877,FIVG-USD-STK,597556700
1878,FIVN-USD-STK,6491418
1879,FIW-USD-STK,34335512
1880,FIX-USD-STK,100935
1881,FIXD-USD-STK,412887648
1882,FIXX-USD-STK,321461593
1883,FIZZ-USD-STK,321690
1884,FJUN-USD-STK,614169506
1885,FL-USD-STK,315394
1886,FLAG-USD-STK,1679198011
1887,FLBL-USD-STK,556182240
1888,FLBR-USD-STK,536181455
1889,FLCA-USD-STK,536181183
1890,FLCB-USD-STK,625571412
1891,FLCO-USD-STK,331434534
1892,FLDM-USD-STK,742365
1893,FLEX-USD-STK,26510
1894,FLGB-USD-STK,536179047
1895,FLGC-USD-STK,640432033
1896,FLGT-USD-STK,315621345
1897,FLGV-USD-STK,661398896
1898,FLIA-USD-STK,556182241
1899,FLIC-USD-STK,272192
1900,FLJP-USD-STK,536180558
1901,FLKR-USD-STK,536179274
1902,FLL-USD-STK,371050
1903,FLME-USD-STK,703620678
1904,FLMN-USD-STK,315827430
1905,FLNC-USD-STK,1683252955
1906,FLO-USD-STK,972115
1907,FLOT-USD-STK,134386230
1908,FLOW-USD-STK,275547611
1909,FLQL-USD-STK,418581431
1910,FLR-USD-STK,655659
1911,FLRN-USD-STK,143773983
1912,FLS-USD-STK,267555
1913,FLT-USD-STK,28756
1914,FLTR-USD-STK,130729142
1915,FLWS-USD-STK,24085
1916,FLXN-USD-STK,61177529
1917,FLXS-USD-STK,273056
1918,FLYA-USD-STK,704861546
1919,FLYW-USD-STK,707979303
1920,FM-USD-STK,206594413
1921,FMAC-USD-STK,689164426
1922,FMAO-USD-STK,10654977
1923,FMAT-USD-STK,243638576
1924,FMB-USD-STK,260629802
1925,FMBH-USD-STK,3110164
1926,FMBI-USD-STK,272255
1927,FMC-USD-STK,28606
1928,FMCC-USD-STK,271199
1929,FMHI-USD-STK,311141350
1930,FMIV-USD-STK,704711582
1931,FMNB-USD-STK,527085
1932,FMTX-USD-STK,180567741
1933,FN-USD-STK,3352516
1934,FNA-USD-STK,142374591
1935,FNB-USD-STK,205131
1936,FNCH-USD-STK,320858778
1937,FNCL-USD-STK,243638581
1938,FND-USD-STK,270357747
1939,FNDA-USD-STK,243129824
1940,FNDB-USD-STK,243129825
1941,FNDC-USD-STK,243129823
1942,FNDE-USD-STK,243129822
1943,FNDF-USD-STK,243129820
1944,FNDX-USD-STK,243129821
1945,FNF-USD-STK,22986276
1946,FNGR-USD-STK,532310188
1947,FNI-USD-STK,34335525
1948,FNK-USD-STK,130256852
1949,FNKO-USD-STK,539897555
1950,FNMA-USD-STK,271135
1951,FNOV-USD-STK,636190569
1952,FNX-USD-STK,34335474
1953,FNY-USD-STK,130256851
1954,FOA-USD-STK,691583405
1955,FOCS-USD-STK,25794505
1956,FOE-USD-STK,176102
1957,FOF-USD-STK,29188807
1958,FOLD-USD-STK,7009878
1959,FOR-USD-STK,7910540
1960,FORA-USD-STK,654521281
1961,FORE-USD-STK,700794366
1962,FORG-USD-STK,283869685
1963,FORM-USD-STK,28648
1964,FORR-USD-STK,356418
1965,FOSL-USD-STK,317037
1966,FOUN-USD-STK,718802697
1967,FOUR-USD-STK,22308082
1968,FOXA-USD-STK,546623668
1969,FOXF-USD-STK,99357919
1970,FPAC-USD-STK,693345891
1971,FPE-USD-STK,225218946
1972,FPEI-USD-STK,533599898
1973,FPF-USD-STK,227953577
1974,FPI-USD-STK,253997968
1975,FPX-USD-STK,26776768
1976,FPXI-USD-STK,270805497
1977,FQAL-USD-STK,347630576
1978,FR-USD-STK,335306
1979,FRA-USD-STK,6692320
1980,FRBK-USD-STK,269982
1981,FRC-USD-STK,272383
1982,FRDM-USD-STK,603717845
1983,FREE-USD-STK,604242574
1984,FREL-USD-STK,279013116
1985,FREQ-USD-STK,416409020
1986,FREY-USD-STK,608901501
1987,FRG-USD-STK,30798
1988,FRGE-USD-STK,266290161
1989,FRGI-USD-STK,138296738
1990,FRHC-USD-STK,317578100
1991,FRME-USD-STK,272220
1992,FRO-USD-STK,144797851
1993,FROG-USD-STK,212579473
1994,FRPT-USD-STK,34990682
1995,FRSG-USD-STK,703279956
1996,FRSH-USD-STK,143783433
1997,FRST-USD-STK,28536710
1998,FRT-USD-STK,271305
1999,FRTA-USD-STK,23721484
2000,FRXB-USD-STK,701346807
2001,FSBC-USD-STK,37144074
2002,FSCO-USD-STK,228232748
2003,FSD-USD-STK,109542378
2004,FSEP-USD-STK,678357036
2005,FSIG-USD-STK,718801040
2006,FSII-USD-STK,693052928
2007,FSK-USD-STK,41597859
2008,FSLR-USD-STK,4593731
2009,FSLY-USD-STK,144816347
2010,FSMB-USD-STK,579972164
2011,FSNB-USD-STK,701804641
2012,FSP-USD-STK,3587084
2013,FSR-USD-STK,576777739
2014,FSRX-USD-STK,702516186
2015,FSS-USD-STK,271329
2016,FST-USD-STK,681990134
2017,FSTA-USD-STK,243638583
2018,FTA-USD-STK,34335432
2019,FTAA-USD-STK,701722630
2020,FTAI-USD-STK,253706543
2021,FTC-USD-STK,34335467
2022,FTCH-USD-STK,578134665
2023,FTCI-USD-STK,674822063
2024,FTCS-USD-STK,27776196
2025,FTCV-USD-STK,692754466
2026,FTDR-USD-STK,576104379
2027,FTEC-USD-STK,243638575
2028,FTGC-USD-STK,244843957
2029,FTHM-USD-STK,589080953
2030,FTHY-USD-STK,665858890
2031,FTI-USD-STK,1342651
2032,FTLS-USD-STK,264394805
2033,FTNT-USD-STK,2689126
2034,FTRI-USD-STK,99552270
2035,FTSD-USD-STK,232663577
2036,FTSI-USD-STK,30487348
2037,FTSL-USD-STK,207420199
2038,FTSM-USD-STK,264394906
2039,FTV-USD-STK,318505463
2040,FTVI-USD-STK,705525819
2041,FTXG-USD-STK,374010002
2042,FTXN-USD-STK,374020757
2043,FTXO-USD-STK,374007780
2044,FTXR-USD-STK,374035393
2045,FUBO-USD-STK,116393456
2046,FUL-USD-STK,273981
2047,FULC-USD-STK,376267397
2048,FULT-USD-STK,274031
2049,FUMB-USD-STK,580085368
2050,FUSE-USD-STK,666242336
2051,FUTY-USD-STK,243638577
2052,FUV-USD-STK,127868737
2053,FV-USD-STK,254253835
2054,FVAL-USD-STK,347630575
2055,FVC-USD-STK,324974975
2056,FVD-USD-STK,6115252
2057,FVIV-USD-STK,704987899
2058,FVRR-USD-STK,116221003
2059,FWAA-USD-STK,700890385
2060,FWAC-USD-STK,711675410
2061,FWONK-USD-STK,331718339
2062,FWRD-USD-STK,333309
2063,FWRG-USD-STK,1680518858
2064,FXD-USD-STK,34336592
2065,FXE-USD-STK,22630014
2066,FXF-USD-STK,26363375
2067,FXG-USD-STK,34336427
2068,FXH-USD-STK,34336579
2069,FXI-USD-STK,22701347
2070,FXL-USD-STK,34336444
2071,FXLV-USD-STK,641910623
2072,FXN-USD-STK,34336565
2073,FXO-USD-STK,34336496
2074,FXR-USD-STK,34336549
2075,FXU-USD-STK,34336517
2076,FXZ-USD-STK,34336542
2077,FYBR-USD-STK,261171
2078,FYT-USD-STK,130256854
2079,FYX-USD-STK,34335498
2080,G-USD-STK,34323388
2081,GAB-USD-STK,3198801
2082,GABC-USD-STK,355637
2083,GAIN-USD-STK,21880789
2084,GAM-USD-STK,3110773
2085,GAMB-USD-STK,559572130
2086,GAN-USD-STK,22230315
2087,GAQ-USD-STK,1685912523
2088,GATE-USD-STK,1672864074
2089,GATO-USD-STK,132856652
2090,GATX-USD-STK,176787
2091,GBAB-USD-STK,109231344
2092,GBCI-USD-STK,271964
2093,GBDC-USD-STK,81683203
2094,GBF-USD-STK,31131018
2095,GBIL-USD-STK,379291762
2096,GBIO-USD-STK,548482897
2097,GBOX-USD-STK,565794763
2098,GBT-USD-STK,208736100
2099,GBTC-USD-STK,247871884
2100,GBTG-USD-STK,651009266
2101,GBX-USD-STK,332311
2102,GCI-USD-STK,30795
2103,GCMG-USD-STK,5092809
2104,GCO-USD-STK,274846
2105,GCOR-USD-STK,636812398
2106,GCP-USD-STK,308587101
2107,GCT-USD-STK,1789177587
2108,GD-USD-STK,274561
2109,GDDY-USD-STK,265777695
2110,GDEN-USD-STK,396353
2111,GDEV-USD-STK,702955939
2112,GDLC-USD-STK,552176524
2113,GDOT-USD-STK,5924972
2114,GDP-USD-STK,349089
2115,GDRX-USD-STK,576807508
2116,GDV-USD-STK,6859654
2117,GDX-USD-STK,27307407
2118,GDXJ-USD-STK,79345080
2119,GDYN-USD-STK,44459532
2120,GE-USD-STK,177031
2121,GEF-USD-STK,377361
2122,GEHC-USD-STK,1804385326
2123,GEHCV-USD-STK,1804385326
2124,GEM-USD-STK,280408735
2125,GEN-USD-STK,35000
2126,GENI-USD-STK,312838575
2127,GEO-USD-STK,338018
2128,GERN-USD-STK,215864
2129,GES-USD-STK,348699
2130,GESI-USD-STK,140484162
2131,GETY-USD-STK,139705
2132,GEVO-USD-STK,33143266
2133,GFF-USD-STK,281121
2134,GFGD-USD-STK,1759590597
2135,GFS-USD-STK,237245858
2136,GGAA-USD-STK,1759290051
2137,GGG-USD-STK,29113
2138,GGII-USD-STK,3597611
2139,GGMC-USD-STK,687848549
2140,GGN-USD-STK,13598623
2141,GGPI-USD-STK,705135787
2142,GGR-USD-STK,275604684
2143,GH-USD-STK,256906841
2144,GHC-USD-STK,91675
2145,GHIX-USD-STK,1762129273
2146,GHL-USD-STK,113329
2147,GHLD-USD-STK,4392777
2148,GHRS-USD-STK,707594028
2149,GHVI-USD-STK,684249348
2150,GHY-USD-STK,214613752
2151,GIA-USD-STK,706896171
2152,GIC-USD-STK,340250
2153,GIG-USD-STK,701988614
2154,GIGB-USD-STK,423845629
2155,GII-USD-STK,32430849
2156,GIII-USD-STK,274166
2157,GIIX-USD-STK,702514849
2158,GILD-USD-STK,29002
2159,GILT-USD-STK,328513
2160,GIM-USD-STK,307656
2161,GINN-USD-STK,681705766
2162,GIS-USD-STK,274715
2163,GKOS-USD-STK,3131592
2164,GL-USD-STK,308916
2165,GLAD-USD-STK,1187230
2166,GLBE-USD-STK,706899929
2167,GLBL-USD-STK,703619720
2168,GLD-USD-STK,5600649
2169,GLDD-USD-STK,29142
2170,GLDM-USD-STK,572249206
2171,GLNG-USD-STK,1038773
2172,GLO-USD-STK,27289243
2173,GLOB-USD-STK,245395381
2174,GLOV-USD-STK,1760588308
2175,GLPI-USD-STK,224325923
2176,GLQ-USD-STK,20412254
2177,GLRE-USD-STK,31160334
2178,GLS-USD-STK,34453087
2179,GLSI-USD-STK,653283398
2180,GLT-USD-STK,275400
2181,GLUE-USD-STK,690261281
2182,GLW-USD-STK,173840
2183,GM-USD-STK,61206100
2184,GMBT-USD-STK,699746775
2185,GMDA-USD-STK,556352
2186,GME-USD-STK,1342560
2187,GMED-USD-STK,8793244
2188,GMF-USD-STK,33377321
2189,GMII-USD-STK,699372375
2190,GMRE-USD-STK,142300747
2191,GMS-USD-STK,8032784
2192,GMTX-USD-STK,333301486
2193,GNK-USD-STK,22287203
2194,GNL-USD-STK,142250097
2195,GNLX-USD-STK,11172383
2196,GNMA-USD-STK,170947401
2197,GNOG-USD-STK,674199455
2198,GNR-USD-STK,113360049
2199,GNRC-USD-STK,78749412
2200,GNTX-USD-STK,274926
2201,GNUS-USD-STK,27370569
2202,GNW-USD-STK,8598029
2203,GO-USD-STK,1600081
2204,GOAC-USD-STK,674442149
2205,GOBI-USD-STK,718009145
2206,GOCO-USD-STK,23302409
2207,GOED-USD-STK,609619170
2208,GOEV-USD-STK,684202944
2209,GOF-USD-STK,35957363
2210,GOGL-USD-STK,262789605
2211,GOGO-USD-STK,145625476
2212,GOLF-USD-STK,215373840
2213,GOOD-USD-STK,6013834
2214,GOOGL-USD-STK,29096
2215,GOSS-USD-STK,548541911
2216,GOVT-USD-STK,170834319
2217,GOVZ-USD-STK,677065693
2218,GPC-USD-STK,275034
2219,GPI-USD-STK,368787
2220,GPK-USD-STK,33880
2221,GPM-USD-STK,13154488
2222,GPMT-USD-STK,431961933
2223,GPN-USD-STK,813574
2224,GPOR-USD-STK,331476
2225,GPRE-USD-STK,39558105
2226,GPRK-USD-STK,26750002
2227,GPRO-USD-STK,113665065
2228,GPS-USD-STK,274265
2229,GPX-USD-STK,291003
2230,GQRE-USD-STK,248751050
2231,GRA-USD-STK,276006
2232,GRAB-USD-STK,600742257
2233,GRAMF-USD-STK,623072410
2234,GRBK-USD-STK,142898861
2235,GRC-USD-STK,275858
2236,GREE-USD-STK,703924699
2237,GRID-USD-STK,79682012
2238,GRIN-USD-STK,557241596
2239,GRMN-USD-STK,598655
2240,GRNA-USD-STK,79064851
2241,GRND-USD-STK,244520896
2242,GRNT-USD-STK,1821640161
2243,GROV-USD-STK,261843409
2244,GROY-USD-STK,673583274
2245,GRPH-USD-STK,688617627
2246,GRPN-USD-STK,82311805
2247,GRRR-USD-STK,82617603
2248,GRSV-USD-STK,677743696
2249,GRTS-USD-STK,314744798
2250,GRWG-USD-STK,261909118
2251,GS-USD-STK,398625
2252,GSAH-USD-STK,664294958
2253,GSAT-USD-STK,1611542
2254,GSBC-USD-STK,276191
2255,GSBD-USD-STK,223280820
2256,GSEV-USD-STK,701807454
2257,GSEW-USD-STK,429643413
2258,GSG-USD-STK,23246157
2259,GSHD-USD-STK,557929974
2260,GSID-USD-STK,667915146
2261,GSIE-USD-STK,280408734
2262,GSKY-USD-STK,560932920
2263,GSL-USD-STK,27194602
2264,GSLC-USD-STK,280408738
2265,GSM-USD-STK,126991219
2266,GSQD-USD-STK,701806374
2267,GSST-USD-STK,589287946
2268,GSUN-USD-STK,713808972
2269,GSUS-USD-STK,668021271
2270,GSY-USD-STK,41075875
2271,GT-USD-STK,275789
2272,GTBP-USD-STK,265434
2273,GTE-USD-STK,24738407
2274,GTES-USD-STK,308678
2275,GTHX-USD-STK,141112421
2276,GTII-USD-STK,38556812
2277,GTLB-USD-STK,286753997
2278,GTLS-USD-STK,322735
2279,GTN-USD-STK,322777
2280,GTO-USD-STK,312176628
2281,GTPA-USD-STK,702984448
2282,GTPB-USD-STK,702984493
2283,GTS-USD-STK,4169095
2284,GTX-USD-STK,578432369
2285,GTY-USD-STK,275201
2286,GTYH-USD-STK,402863600
2287,GUG-USD-STK,717049012
2288,GUNR-USD-STK,140765641
2289,GUSH-USD-STK,295054279
2290,GUT-USD-STK,3598771
2291,GVA-USD-STK,275898
2292,GVI-USD-STK,31131089
2293,GWB-USD-STK,46275772
2294,GWH-USD-STK,265894752
2295,GWII-USD-STK,708281909
2296,GWRE-USD-STK,2829085
2297,GWW-USD-STK,276060
2298,GWX-USD-STK,34074705
2299,GXC-USD-STK,33377298
2300,GXGX-USD-STK,593324779
2301,GXII-USD-STK,694656481
2302,GXO-USD-STK,697414712
2303,H-USD-STK,13103664
2304,HA-USD-STK,131627
2305,HAAC-USD-STK,693088308
2306,HACK-USD-STK,275143858
2307,HAE-USD-STK,94613
2308,HAFC-USD-STK,854347
2309,HAIA-USD-STK,1759114904
2310,HAIN-USD-STK,413188
2311,HAL-USD-STK,177698
2312,HALO-USD-STK,7931206
2313,HARP-USD-STK,413195889
2314,HAS-USD-STK,277746
2315,HASI-USD-STK,228614356
2316,HAUZ-USD-STK,243133479
2317,HAYN-USD-STK,29325
2318,HAYW-USD-STK,704668472
2319,HBAN-USD-STK,278614
2320,HBI-USD-STK,4212820
2321,HBIO-USD-STK,598656
2322,HBMD-USD-STK,26507187
2323,HBNC-USD-STK,386991
2324,HBP-USD-STK,408694
2325,HCA-USD-STK,261825
2326,HCAQ-USD-STK,700823811
2327,HCAR-USD-STK,691181922
2328,HCAT-USD-STK,118171469
2329,HCC-USD-STK,380779777
2330,HCCC-USD-STK,690191971
2331,HCCI-USD-STK,4475432
2332,HCHC-USD-STK,33284
2333,HCI-USD-STK,44263243
2334,HCIC-USD-STK,697905492
2335,HCKT-USD-STK,24892
2336,HCMA-USD-STK,706050577
2337,HCMC-USD-STK,61313402
2338,HCNE-USD-STK,705764824
2339,HCP-USD-STK,279567500
2340,HCSG-USD-STK,277289
2341,HD-USD-STK,278679
2342,HDEF-USD-STK,300945561
2343,HDSN-USD-STK,340047
2344,HDV-USD-STK,129248929
2345,HE-USD-STK,277854
2346,HEAR-USD-STK,851282
2347,HEDJ-USD-STK,83836441
2348,HEEM-USD-STK,262942725
2349,HEES-USD-STK,129318
2350,HEFA-USD-STK,248604809
2351,HEI-USD-STK,278143
2352,HELE-USD-STK,277500
2353,HERA-USD-STK,702890110
2354,HERO-USD-STK,634417691
2355,HES-USD-STK,249841
2356,HESM-USD-STK,272761870
2357,HEWJ-USD-STK,248604808
2358,HEZU-USD-STK,262942410
2359,HFC-USD-STK,178254
2360,HFWA-USD-STK,374205
2361,HFXI-USD-STK,301670681
2362,HGEN-USD-STK,6099166
2363,HGTY-USD-STK,534395224
2364,HGV-USD-STK,345409145
2365,HHC-USD-STK,4528419
2366,HHLA-USD-STK,701766350
2367,HHRS-USD-STK,113109537
2368,HI-USD-STK,39348049
2369,HIBB-USD-STK,29444
2370,HIFS-USD-STK,363575
2371,HIG-USD-STK,341546
2372,HIGA-USD-STK,207090622
2373,HII-USD-STK,363263
2374,HIII-USD-STK,703381358
2375,HIMS-USD-STK,542604862
2376,HIO-USD-STK,6166474
2377,HIPO-USD-STK,533311640
2378,HIW-USD-STK,332500
2379,HIX-USD-STK,3592381
2380,HL-USD-STK,278111
2381,HLBZ-USD-STK,583302502
2382,HLF-USD-STK,9938532
2383,HLGN-USD-STK,685104083
2384,HLI-USD-STK,20999
2385,HLIO-USD-STK,354502
2386,HLIT-USD-STK,29282
2387,HLLY-USD-STK,586061084
2388,HLMN-USD-STK,278350761
2389,HLNE-USD-STK,780675
2390,HLT-USD-STK,29470
2391,HLTH-USD-STK,573551904
2392,HLVX-USD-STK,1680788968
2393,HLX-USD-STK,93027
2394,HMBL-USD-STK,3437754
2395,HMHC-USD-STK,214727961
2396,HMN-USD-STK,318898
2397,HMPT-USD-STK,272310807
2398,HMST-USD-STK,131856421
2399,HMTV-USD-STK,226584812
2400,HNDL-USD-STK,539810899
2401,HNGR-USD-STK,29272
2402,HNI-USD-STK,278446
2403,HNRG-USD-STK,29256
2404,HNST-USD-STK,140952960
2405,HOFT-USD-STK,3158355
2406,HOFV-USD-STK,598419749
2407,HOG-USD-STK,277444
2408,HOL-USD-STK,677480284
2409,HOLI-USD-STK,25848899
2410,HOLO-USD-STK,1680837259
2411,HOLX-USD-STK,108544
2412,HOMB-USD-STK,9870193
2413,HOME-USD-STK,28831
2414,HON-USD-STK,1340740
2415,HONE-USD-STK,4306246
2416,HOOD-USD-STK,276763615
2417,HOOK-USD-STK,571641905
2418,HOPE-USD-STK,414570
2419,HORI-USD-STK,1672609234
2420,HOUS-USD-STK,26879202
2421,HOV-USD-STK,279534
2422,HOWL-USD-STK,560735713
2423,HP-USD-STK,278341
2424,HPE-USD-STK,273983758
2425,HPF-USD-STK,3605742
2426,HPI-USD-STK,6167553
2427,HPK-USD-STK,645795910
2428,HPLT-USD-STK,1680334540
2429,HPP-USD-STK,98232368
2430,HPQ-USD-STK,108856
2431,HPS-USD-STK,4321316
2432,HQH-USD-STK,353071
2433,HQL-USD-STK,352795
2434,HQY-USD-STK,11129585
2435,HR-USD-STK,329083
2436,HRB-USD-STK,276601
2437,HRC-USD-STK,20963
2438,HRI-USD-STK,320141334
2439,HRL-USD-STK,279042
2440,HRMY-USD-STK,679038073
2441,HROW-USD-STK,21993612
2442,HRT-USD-STK,1684484084
2443,HRTG-USD-STK,262391792
2444,HRTX-USD-STK,24366
2445,HRZN-USD-STK,99798146
2446,HSC-USD-STK,277575
2447,HSIC-USD-STK,339447
2448,HSII-USD-STK,401627
2449,HSKA-USD-STK,29433
2450,HST-USD-STK,29574
2451,HSTM-USD-STK,90442
2452,HSY-USD-STK,98873
2453,HT-USD-STK,395442
2454,HTA-USD-STK,27049995
2455,HTBI-USD-STK,145398854
2456,HTBK-USD-STK,387809
2457,HTD-USD-STK,9173204
2458,HTGC-USD-STK,10731642
2459,HTH-USD-STK,24451
2460,HTLD-USD-STK,277383
2461,HTLF-USD-STK,528408
2462,HTPA-USD-STK,695139665
2463,HTRB-USD-STK,426931743
2464,HTZ-USD-STK,30396158
2465,HTZZ-USD-STK,30396158
2466,HUBB-USD-STK,279750
2467,HUBG-USD-STK,347555
2468,HUBS-USD-STK,27629813
2469,HUDI-USD-STK,689166243
2470,HUGS-USD-STK,703616187
2471,HUM-USD-STK,29618
2472,HUMA-USD-STK,107706507
2473,HUN-USD-STK,165298
2474,HURN-USD-STK,2413126
2475,HVT-USD-STK,277096
2476,HWC-USD-STK,318929
2477,HWKN-USD-STK,277171
2478,HWKZ-USD-STK,1675626426
2479,HWM-USD-STK,416264458
2480,HXL-USD-STK,278513
2481,HXOH-USD-STK,623111653
2482,HY-USD-STK,2125636
2483,HYBB-USD-STK,576596422
2484,HYD-USD-STK,52806874
2485,HYDW-USD-STK,533580206
2486,HYEM-USD-STK,206637445
